0,1,2,3,4,5,6,7,8,9,10
tropical fruit,root vegetables,candy,yogurt,rolls/buns,,,,,,
root vegetables,butter milk,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
specialty cheese,butter milk,,,,,,,,,
canned beer,other vegetables,fruit/vegetable juice,,,,,,,,
sausage,beverages,,,,,,,,,
onions,whole milk,,,,,,,,,
whole milk,white wine,UHT-milk,,,,,,,,
liquor (appetizer),coffee,bottled beer,,,,,,,,
other vegetables,beverages,,,,,,,,,
pip fruit,spread cheese,misc. beverages,,,,,,,,
tea,light bulbs,,,,,,,,,
ice cream,pork,,,,,,,,,
rolls/buns,butter,,,,,,,,,
tropical fruit,hamburger meat,coffee,sliced cheese,whipped/sour cream,,,,,,
citrus fruit,berries,,,,,,,,,
root vegetables,newspapers,dishes,,,,,,,,
yogurt,whole milk,shopping bags,,,,,,,,
bottled water,yogurt,,,,,,,,,
salty snack,pastry,oil,,,,,,,,
hamburger meat,white bread,,,,,,,,,
bottled water,bottled water,,,,,,,,,
soda,grapes,,,,,,,,,
shopping bags,snack products,,,,,,,,,
whole milk,yogurt,,,,,,,,,
sausage,curd cheese,,,,,,,,,
cereals,dessert,,,,,,,,,
pickled vegetables,flour,,,,,,,,,
other vegetables,sugar,,,,,,,,,
butter milk,rolls/buns,,,,,,,,,
chicken,yogurt,UHT-milk,root vegetables,yogurt,hard cheese,semi-finished bread,frozen potato products,,,
frankfurter,root vegetables,,,,,,,,,
salty snack,liquor,,,,,,,,,
pip fruit,hamburger meat,brown bread,cream cheese ,curd,,,,,,
citrus fruit,other vegetables,,,,,,,,,
bottled beer,specialty bar,baking powder,,,,,,,,
beef,yogurt,,,,,,,,,
salty snack,pip fruit,photo/film,domestic eggs,rolls/buns,,,,,,
herbs,yogurt,misc. beverages,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
ice cream,citrus fruit,soda,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
canned fish,yogurt,,,,,,,,,
pip fruit,male cosmetics,dishes,dessert,rice,,,,,,
white wine,canned vegetables,flour,,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
cream cheese ,coffee,,,,,,,,,
butter milk,whole milk,white bread,rolls/buns,,,,,,,
pot plants,citrus fruit,whipped/sour cream,,,,,,,,
pork,bottled water,,,,,,,,,
pork,whole milk,napkins,,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
yogurt,sweet spreads,canned beer,pot plants,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
specialty bar,soda,,,,,,,,,
pip fruit,soda,,,,,,,,,
sausage,tea,,,,,,,,,
soda,processed cheese,instant coffee,,,,,,,,
curd,bottled beer,,,,,,,,,
domestic eggs,napkins,,,,,,,,,
margarine,berries,,,,,,,,,
honey,yogurt,spices,chocolate,,,,,,,
beef,frankfurter,canned beer,pip fruit,brown bread,frozen vegetables,newspapers,misc. beverages,,,
yogurt,pastry,,,,,,,,,
pot plants,domestic eggs,,,,,,,,,
canned beer,soda,white bread,,,,,,,,
whole milk,yogurt,,,,,,,,,
whole milk,soda,,,,,,,,,
bottled water,fruit/vegetable juice,cat food,,,,,,,,
rolls/buns,root vegetables,root vegetables,pastry,cake bar,canned fish,,,,,
fruit/vegetable juice,curd,,,,,,,,,
frozen meals,mayonnaise,whipped/sour cream,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
sausage,whole milk,,,,,,,,,
citrus fruit,soda,,,,,,,,,
yogurt,zwieback,,,,,,,,,
condensed milk,yogurt,butter,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
coffee,specialty fat,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
ham,tropical fruit,soda,,,,,,,,
soda,soda,canned beer,,,,,,,,
frozen meals,domestic eggs,domestic eggs,,,,,,,,
meat,other vegetables,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
chicken,margarine,long life bakery product,,,,,,,,
photo/film,cat food,,,,,,,,,
soda,bottled water,whole milk,other vegetables,hygiene articles,,,,,,
meat,whole milk,bottled water,mayonnaise,,,,,,,
meat,whole milk,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
dessert,curd,,,,,,,,,
pasta,shopping bags,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
chewing gum,other vegetables,pip fruit,,,,,,,,
pastry,canned beer,,,,,,,,,
citrus fruit,root vegetables,whole milk,chewing gum,coffee,shopping bags,,,,,
whole milk,other vegetables,,,,,,,,,
rolls/buns,soda,snack products,long life bakery product,,,,,,,
root vegetables,butter,,,,,,,,,
napkins,mustard,,,,,,,,,
coffee,rolls/buns,vinegar,,,,,,,,
whole milk,berries,specialty chocolate,white bread,,,,,,,
butter milk,packaged fruit/vegetables,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
butter,brown bread,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
margarine,whole milk,berries,,,,,,,,
root vegetables,citrus fruit,whole milk,chewing gum,,,,,,,
other vegetables,other vegetables,,,,,,,,,
other vegetables,sparkling wine,frozen meals,rolls/buns,,,,,,,
root vegetables,bottled water,whipped/sour cream,,,,,,,,
root vegetables,grapes,soda,,,,,,,,
coffee,domestic eggs,,,,,,,,,
pip fruit,pastry,,,,,,,,,
frozen meals,ham,specialty chocolate,roll products ,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
cake bar,butter milk,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
rolls/buns,other vegetables,curd,spread cheese,candles,,,,,,
sausage,soda,,,,,,,,,
bottled beer,sugar,popcorn,,,,,,,,
bottled beer,sparkling wine,hamburger meat,rolls/buns,,,,,,,
brown bread,white wine,,,,,,,,,
citrus fruit,semi-finished bread,yogurt,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
whole milk,frozen vegetables,semi-finished bread,,,,,,,,
root vegetables,bottled water,,,,,,,,,
citrus fruit,ham,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
beverages,coffee,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
brown bread,pastry,,,,,,,,,
chocolate,beef,,,,,,,,,
rolls/buns,citrus fruit,fruit/vegetable juice,,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
salty snack,butter,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
sausage,cream,,,,,,,,,
cleaner,chewing gum,,,,,,,,,
coffee,margarine,,,,,,,,,
curd,coffee,baking powder,,,,,,,,
brown bread,brown bread,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
beef,frankfurter,other vegetables,brown bread,,,,,,,
soda,soda,salty snack,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
ham,tropical fruit,bottled beer,,,,,,,,
white wine,sugar,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
root vegetables,soda,,,,,,,,,
rolls/buns,shopping bags,cat food,,,,,,,,
sausage,berries,,,,,,,,,
pastry,cream cheese ,,,,,,,,,
softener,salt,whole milk,,,,,,,,
frankfurter,beef,,,,,,,,,
bottled water,butter milk,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
meat,shopping bags,,,,,,,,,
organic sausage,frozen meals,sugar,,,,,,,,
fruit/vegetable juice,domestic eggs,,,,,,,,,
margarine,root vegetables,,,,,,,,,
pork,frozen vegetables,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
long life bakery product,chocolate,,,,,,,,,
soda,margarine,,,,,,,,,
brown bread,brown bread,,,,,,,,,
chocolate,chocolate,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
meat,misc. beverages,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
pork,specialty bar,long life bakery product,,,,,,,,
newspapers,red/blush wine,,,,,,,,,
canned beer,napkins,sparkling wine,,,,,,,,
soda,canned vegetables,,,,,,,,,
soda,shopping bags,coffee,,,,,,,,
margarine,rolls/buns,,,,,,,,,
berries,beverages,pastry,napkins,,,,,,,
root vegetables,shopping bags,,,,,,,,,
liquor (appetizer),whole milk,,,,,,,,,
sausage,tropical fruit,margarine,,,,,,,,
whole milk,napkins,flour,,,,,,,,
sausage,processed cheese,,,,,,,,,
frankfurter,syrup,,,,,,,,,
citrus fruit,sauces,long life bakery product,,,,,,,,
sausage,soda,pastry,flower (seeds),newspapers,,,,,,
yogurt,sausage,whole milk,shopping bags,white bread,dog food,baking powder,sliced cheese,,,
misc. beverages,bottled beer,,,,,,,,,
citrus fruit,tropical fruit,butter,ham,,,,,,,
bottled water,berries,other vegetables,rolls/buns,,,,,,,
beverages,whole milk,semi-finished bread,domestic eggs,,,,,,,
misc. beverages,red/blush wine,,,,,,,,,
tropical fruit,chicken,beef,pasta,onions,long life bakery product,whole milk,jam,,,
other vegetables,UHT-milk,curd,,,,,,,,
tropical fruit,frozen meals,fruit/vegetable juice,,,,,,,,
sausage,frankfurter,napkins,soda,,,,,,,
meat,root vegetables,,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
UHT-milk,bottled beer,,,,,,,,,
sausage,whole milk,,,,,,,,,
tropical fruit,mayonnaise,liquor,,,,,,,,
pork,grapes,,,,,,,,,
chicken,coffee,,,,,,,,,
citrus fruit,flower (seeds),,,,,,,,,
whole milk,yogurt,,,,,,,,,
pork,hamburger meat,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
rolls/buns,detergent,shopping bags,,,,,,,,
candy,curd,,,,,,,,,
soda,hygiene articles,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pork,meat,,,,,,,,,
dessert,pork,,,,,,,,,
seasonal products,soups,,,,,,,,,
dessert,zwieback,,,,,,,,,
beef,long life bakery product,berries,candles,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
pastry,pet care,,,,,,,,,
soda,soda,,,,,,,,,
sauces,frozen vegetables,,,,,,,,,
house keeping products,butter milk,,,,,,,,,
bottled beer,candy,,,,,,,,,
pip fruit,onions,,,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
newspapers,bottled water,hard cheese,,,,,,,,
whole milk,white bread,,,,,,,,,
dishes,misc. beverages,,,,,,,,,
butter,red/blush wine,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
dessert,semi-finished bread,,,,,,,,,
soda,tropical fruit,domestic eggs,domestic eggs,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
dessert,curd,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
cat food,butter,,,,,,,,,
chicken,other vegetables,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
root vegetables,frozen meals,,,,,,,,,
waffles,shopping bags,soda,cream cheese ,,,,,,,
curd,soda,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
curd,specialty chocolate,flour,,,,,,,,
rolls/buns,dessert,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
whole milk,whole milk,,,,,,,,,
sausage,tropical fruit,frozen vegetables,other vegetables,shopping bags,,,,,,
pip fruit,ice cream,newspapers,pastry,,,,,,,
sliced cheese,pip fruit,,,,,,,,,
soda,beverages,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
tropical fruit,dessert,white bread,bottled water,,,,,,,
frozen fish,salty snack,,,,,,,,,
soda,tropical fruit,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
coffee,whole milk,canned fruit,,,,,,,,
other vegetables,whole milk,tropical fruit,yogurt,,,,,,,
domestic eggs,waffles,coffee,shopping bags,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
hamburger meat,pastry,flour,,,,,,,,
chocolate,root vegetables,,,,,,,,,
condensed milk,pastry,,,,,,,,,
citrus fruit,white bread,processed cheese,,,,,,,,
red/blush wine,salty snack,,,,,,,,,
other vegetables,newspapers,rolls/buns,,,,,,,,
salty snack,bottled beer,,,,,,,,,
pip fruit,soda,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
bottled water,chocolate,,,,,,,,,
pip fruit,seasonal products,chocolate,,,,,,,,
whole milk,sweet spreads,pip fruit,bottled water,mustard,,,,,,
beef,sugar,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
canned beer,cereals,,,,,,,,,
sausage,bottled beer,photo/film,margarine,whipped/sour cream,,,,,,
meat,bottled water,soda,,,,,,,,
root vegetables,soda,,,,,,,,,
whole milk,whole milk,cat food,canned beer,,,,,,,
canned beer,specialty bar,,,,,,,,,
pip fruit,waffles,cat food,,,,,,,,
newspapers,soda,,,,,,,,,
sausage,house keeping products,,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
frozen fish,bottled beer,,,,,,,,,
chicken,flower (seeds),,,,,,,,,
hamburger meat,rolls/buns,brown bread,,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
pip fruit,tropical fruit,rolls/buns,pip fruit,rolls/buns,,,,,,
bottled beer,beef,domestic eggs,whipped/sour cream,shopping bags,newspapers,,,,,
misc. beverages,frankfurter,salt,curd,,,,,,,
frankfurter,citrus fruit,,,,,,,,,
dessert,pickled vegetables,cat food,,,,,,,,
pip fruit,soda,,,,,,,,,
tea,yogurt,shopping bags,brown bread,,,,,,,
berries,curd,specialty cheese,,,,,,,,
soft cheese,spices,,,,,,,,,
sausage,other vegetables,,,,,,,,,
margarine,bathroom cleaner,,,,,,,,,
soda,other vegetables,,,,,,,,,
whole milk,butter,,,,,,,,,
sausage,bottled water,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
soda,sausage,yogurt,root vegetables,,,,,,,
chicken,cream cheese ,citrus fruit,chicken,pet care,napkins,condensed milk,specialty chocolate,,,
specialty bar,bottled beer,,,,,,,,,
tropical fruit,domestic eggs,candy,sugar,,,,,,,
fish,sausage,other vegetables,soda,rolls/buns,,,,,,
soda,pasta,,,,,,,,,
beef,whole milk,newspapers,,,,,,,,
frankfurter,chicken,cocoa drinks,onions,whole milk,UHT-milk,canned fish,bottled beer,,,
root vegetables,fruit/vegetable juice,bottled water,soda,,,,,,,
pip fruit,hard cheese,candy,,,,,,,,
sausage,other vegetables,,,,,,,,,
pet care,other vegetables,,,,,,,,,
canned beer,root vegetables,pudding powder,processed cheese,,,,,,,
soda,bottled beer,,,,,,,,,
pork,ham,,,,,,,,,
hard cheese,bottled beer,whole milk,liquor (appetizer),,,,,,,
yogurt,spread cheese,soda,fruit/vegetable juice,,,,,,,
rolls/buns,instant coffee,,,,,,,,,
sausage,root vegetables,salty snack,coffee,,,,,,,
butter,skin care,rolls/buns,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
turkey,flour,,,,,,,,,
berries,bottled water,curd,shopping bags,,,,,,,
onions,ice cream,soda,sliced cheese,,,,,,,
sausage,pastry,,,,,,,,,
pip fruit,salty snack,yogurt,,,,,,,,
finished products,whole milk,other vegetables,cling film/bags,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
soda,pastry,frozen vegetables,UHT-milk,,,,,,,
rolls/buns,candy,onions,,,,,,,,
pork,whole milk,,,,,,,,,
chicken,pork,frozen fish,,,,,,,,
specialty chocolate,herbs,,,,,,,,,
pasta,mustard,syrup,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
salty snack,pip fruit,,,,,,,,,
pip fruit,cookware,rolls/buns,whole milk,,,,,,,
oil,sparkling wine,,,,,,,,,
other vegetables,potato products,napkins,,,,,,,,
root vegetables,root vegetables,citrus fruit,cat food,,,,,,,
specialty bar,bottled water,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
sausage,bottled beer,,,,,,,,,
whole milk,whole milk,,,,,,,,,
oil,shopping bags,,,,,,,,,
hard cheese,flower soil/fertilizer,condensed milk,curd,,,,,,,
liver loaf,waffles,,,,,,,,,
instant coffee,processed cheese,,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
turkey,UHT-milk,,,,,,,,,
other vegetables,white bread,,,,,,,,,
chocolate marshmallow,brown bread,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
pip fruit,butter,soda,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
chicken,mayonnaise,soda,sparkling wine,,,,,,,
pickled vegetables,butter,,,,,,,,,
beef,brown bread,,,,,,,,,
whole milk,canned beer,,,,,,,,,
white wine,whole milk,,,,,,,,,
sliced cheese,liquor,hygiene articles,,,,,,,,
pork,bottled beer,whole milk,margarine,,,,,,,
other vegetables,pip fruit,,,,,,,,,
organic sausage,whipped/sour cream,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
chewing gum,other vegetables,specialty bar,,,,,,,,
citrus fruit,soda,butter,bottled water,bottled beer,,,,,,
packaged fruit/vegetables,shopping bags,butter milk,,,,,,,,
yogurt,photo/film,,,,,,,,,
coffee,bottled water,,,,,,,,,
butter,pastry,,,,,,,,,
domestic eggs,whole milk,bottled water,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
whole milk,butter,domestic eggs,,,,,,,,
root vegetables,butter,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
yogurt,bottled beer,napkins,,,,,,,,
other vegetables,yogurt,soda,,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
whole milk,tropical fruit,root vegetables,Instant food products,margarine,,,,,,
soda,pip fruit,hygiene articles,oil,,,,,,,
sausage,beef,white wine,other vegetables,,,,,,,
ham,Instant food products,,,,,,,,,
frozen potato products,detergent,,,,,,,,,
tropical fruit,candy,,,,,,,,,
chicken,finished products,meat,fruit/vegetable juice,,,,,,,
flower (seeds),margarine,,,,,,,,,
root vegetables,chewing gum,margarine,,,,,,,,
whole milk,coffee,brandy,,,,,,,,
whole milk,pastry,napkins,,,,,,,,
rolls/buns,pastry,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
meat,frozen meals,whole milk,domestic eggs,,,,,,,
rolls/buns,sauces,,,,,,,,,
tropical fruit,soda,,,,,,,,,
curd,cereals,,,,,,,,,
canned beer,beverages,,,,,,,,,
pork,salty snack,sliced cheese,,,,,,,,
other vegetables,kitchen towels,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pip fruit,whole milk,soda,,,,,,,,
UHT-milk,canned fish,,,,,,,,,
soda,shopping bags,,,,,,,,,
frozen vegetables,napkins,,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
ham,pastry,whole milk,specialty bar,tropical fruit,hard cheese,yogurt,candy,,,
hamburger meat,tropical fruit,bottled water,whipped/sour cream,flour,,,,,,
citrus fruit,other vegetables,,,,,,,,,
berries,ham,,,,,,,,,
whole milk,salty snack,rolls/buns,,,,,,,,
canned vegetables,other vegetables,,,,,,,,,
whole milk,pickled vegetables,,,,,,,,,
other vegetables,dessert,,,,,,,,,
UHT-milk,soda,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
citrus fruit,yogurt,citrus fruit,other vegetables,,,,,,,
yogurt,root vegetables,,,,,,,,,
bottled water,newspapers,,,,,,,,,
misc. beverages,other vegetables,specialty chocolate,,,,,,,,
mustard,brown bread,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
canned beer,beverages,specialty bar,other vegetables,make up remover,specialty chocolate,curd,,,,
yogurt,pasta,,,,,,,,,
brown bread,whole milk,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
sausage,rolls/buns,pickled vegetables,,,,,,,,
hamburger meat,flour,cling film/bags,,,,,,,,
yogurt,semi-finished bread,flour,,,,,,,,
beef,rolls/buns,,,,,,,,,
pastry,newspapers,,,,,,,,,
canned beer,margarine,,,,,,,,,
hamburger meat,chewing gum,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
grapes,shopping bags,artif. sweetener,,,,,,,,
butter milk,hard cheese,,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
whole milk,butter milk,beverages,,,,,,,,
mustard,brown bread,,,,,,,,,
misc. beverages,soda,,,,,,,,,
meat,liver loaf,,,,,,,,,
ham,other vegetables,,,,,,,,,
finished products,pip fruit,root vegetables,canned fruit,,,,,,,
frozen dessert,cream cheese ,,,,,,,,,
canned beer,canned fish,,,,,,,,,
meat,butter,,,,,,,,,
bottled water,pastry,,,,,,,,,
pork,UHT-milk,rolls/buns,cleaner,newspapers,,,,,,
soda,other vegetables,,,,,,,,,
sausage,pastry,fruit/vegetable juice,dessert,,,,,,,
citrus fruit,bottled water,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
whole milk,processed cheese,curd cheese,,,,,,,,
yogurt,hard cheese,other vegetables,rolls/buns,,,,,,,
butter,soda,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
beef,whole milk,canned vegetables,,,,,,,,
whole milk,finished products,beef,,,,,,,,
chocolate,whipped/sour cream,,,,,,,,,
bottled water,other vegetables,vinegar,,,,,,,,
canned beer,bottled beer,,,,,,,,,
soda,butter milk,soda,,,,,,,,
butter,misc. beverages,shopping bags,,,,,,,,
bottled water,hard cheese,,,,,,,,,
dishes,dessert,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
onions,oil,,,,,,,,,
citrus fruit,brown bread,specialty chocolate,,,,,,,,
tropical fruit,cat food,,,,,,,,,
soda,bottled beer,,,,,,,,,
sauces,rolls/buns,,,,,,,,,
ham,other vegetables,,,,,,,,,
citrus fruit,curd,,,,,,,,,
berries,brown bread,,,,,,,,,
meat,chocolate,,,,,,,,,
sausage,ketchup,,,,,,,,,
sausage,rolls/buns,soda,other vegetables,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
whole milk,yogurt,frozen vegetables,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
yogurt,UHT-milk,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
curd,cream cheese ,domestic eggs,,,,,,,,
butter,mayonnaise,,,,,,,,,
pork,ham,specialty chocolate,whole milk,long life bakery product,detergent,,,,,
root vegetables,frozen dessert,,,,,,,,,
citrus fruit,hamburger meat,tea,root vegetables,sugar,shopping bags,,,,,
other vegetables,canned fish,,,,,,,,,
rolls/buns,semi-finished bread,fruit/vegetable juice,,,,,,,,
fruit/vegetable juice,cream cheese ,,,,,,,,,
tropical fruit,ice cream,newspapers,,,,,,,,
hamburger meat,other vegetables,frozen dessert,oil,,,,,,,
newspapers,red/blush wine,,,,,,,,,
chicken,beef,white bread,semi-finished bread,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
frankfurter,baking powder,condensed milk,coffee,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
bottled water,butter milk,,,,,,,,,
chicken,root vegetables,,,,,,,,,
berries,bottled beer,beef,whole milk,,,,,,,
hamburger meat,root vegetables,bottled beer,,,,,,,,
other vegetables,soda,soda,napkins,,,,,,,
bottled water,liquor,,,,,,,,,
onions,pastry,soda,,,,,,,,
onions,waffles,,,,,,,,,
domestic eggs,sugar,Instant food products,,,,,,,,
pork,whole milk,,,,,,,,,
yogurt,whole milk,,,,,,,,,
root vegetables,butter,,,,,,,,,
sausage,ice cream,rolls/buns,,,,,,,,
brown bread,misc. beverages,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
other vegetables,pastry,,,,,,,,,
curd,newspapers,,,,,,,,,
cereals,frozen vegetables,,,,,,,,,
candy,other vegetables,,,,,,,,,
root vegetables,frozen potato products,dental care,,,,,,,,
pip fruit,yogurt,,,,,,,,,
other vegetables,whole milk,pudding powder,cream cheese ,,,,,,,
soda,rolls/buns,soda,,,,,,,,
soda,domestic eggs,,,,,,,,,
beverages,chocolate marshmallow,,,,,,,,,
butter,specialty chocolate,,,,,,,,,
turkey,herbs,white bread,,,,,,,,
sliced cheese,napkins,,,,,,,,,
chicken,house keeping products,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
citrus fruit,hamburger meat,rolls/buns,,,,,,,,
rolls/buns,frozen vegetables,pot plants,pastry,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
pork,curd,,,,,,,,,
whole milk,canned beer,newspapers,whipped/sour cream,,,,,,,
canned beer,shopping bags,rolls/buns,yogurt,butter milk,,,,,,
